name;price;description;height;soil;lighting;area;form;decorative;landing
                Кизильник Lucidus,  40-60см;430;Пряморастущий, листопадный кустарник, до 2 м высотой, с густо опушенными молодыми побегами.Листья эллиптические до яйцевидных, заостренные, длиной 1,7-5 см, шириной 0,8-3,5 см, сверху тёмно-зелёные, блестящие, голые, снизу сначала опушенные, желтовато-войлочные, позже почти голые, желтоватые.Соцветия рыхлые, щитковидные кисти. Чашелистики широко-треугольные, в 2,5—3 раза короче лепестков. Плоды чёрные, блестящие, с коричнево-красной мякотью.;2м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Кизильник Lucidus,  60-80;430;Пряморастущий, листопадный кустарник, до 2 м высотой, с густо опушенными молодыми побегами.Листья эллиптические до яйцевидных, заостренные, длиной 1,7-5 см, шириной 0,8-3,5 см, сверху тёмно-зелёные, блестящие, голые, снизу сначала опушенные, желтовато-войлочные, позже почти голые, желтоватые.Соцветия рыхлые, щитковидные кисти. Чашелистики широко-треугольные, в 2,5—3 раза короче лепестков. Плоды чёрные, блестящие, с коричнево-красной мякотью.;2м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Кизильник Lusidus,  20-40см ;340;Пряморастущий, листопадный кустарник, до 2 м высотой, с густо опушенными молодыми побегами.Листья эллиптические до яйцевидных, заостренные, длиной 1,7-5 см, шириной 0,8-3,5 см, сверху тёмно-зелёные, блестящие, голые, снизу сначала опушенные, желтовато-войлочные, позже почти голые, желтоватые.Соцветия рыхлые, щитковидные кисти. Чашелистики широко-треугольные, в 2,5—3 раза короче лепестков. Плоды чёрные, блестящие, с коричнево-красной мякотью.;2м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Кизильник procumbens Streib's Findling,  15-25см;340;Вечнозелёный, очень медленнорастущий кустарник со стелющимися и прилегающими к земле побегами. Достигает всего лишь 30 см высоты. Листья мелкие, темно-зелёные. Цветки бело-розовые, одиночные, ягоды - красные. Предпочитает богатые, плодородные садовые почвы. Миниатюрное, почвопокровное растение, идеальное для контейнеров и рокариев.;0,3м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Кизильник suecicus Coral Beauty,  30-50см;340;Вечнозелёный, густой, задерняющий кустарник, дорастающий до 0,5м в высоту и около 1м в ширину. Цветки белые, мёдоносные. Цветёт обильно, на переломе мая и июня. Осенью появляются многочисленные оранжево-красные плоды. Предпочитает солнечные или полутенистые места. Хороший сорт покровного растения.;0,5м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Кизильник suecicus Coral Beauty,  40-60см;340;Вечнозелёный, густой, задерняющий кустарник, дорастающий до 0,5м в высоту и около 1м в ширину. Цветки белые, мёдоносные. Цветёт обильно, на переломе мая и июня. Осенью появляются многочисленные оранжево-красные плоды. Предпочитает солнечные или полутенистые места. Хороший сорт покровного растения.;0,5м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Кизильник блестящий;350;Пряморастущий, листопадный кустарник, до 2 м высотой, с густо опушенными молодыми побегами.Листья эллиптические до яйцевидных, заостренные, длиной 1,7-5 см, шириной 0,8-3,5 см, сверху тёмно-зелёные, блестящие, голые, снизу сначала опушенные, желтовато-войлочные, позже почти голые, желтоватые.Соцветия рыхлые, щитковидные кисти. Чашелистики широко-треугольные, в 2,5—3 раза короче лепестков. Плоды чёрные, блестящие, с коричнево-красной мякотью.;2м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Лабазник вязолист ;300;Многолетнее травянистое растение высотой до 1,5—2 м с прямостоячим гладким ребристым густо олиственным, простым или ветвистым стеблем и мочковатой корневой системой.Листья прерывисто-перистораздельные с двумя — тремя парами боковых заострённых пильчатых и одним более крупным конечным листочком.Цветки многочисленные мелкие жёлто-белые кремовые душистые.;2м;Неприхотлива;Солнце, полутень;зона 6В;Невысокий куст;0;0
"                Лабазник вязолист ""Aureovariegata"", 60-70см";600;Растение высотой до 1,7 м, с ползучим корневищем, образующее заросли по сырым низинным лугам и низинным травяным болотам, на опушках заболоченных лесов, в пойменных и влажных тенистых лесах, по берегам водоёмов и канавам. Цветёт в июне-июле кремовыми цветками, собранными в бесформенные метёлки до 20 см.;1,7м;Влажная,болотная;Солнце, полутень;зона 6В;Невысокий куст;0;1
"                Лабазник вязолист ""Variegata"", 60-70см";550;Высота 70 – 90 см. Местоположение полутень или солнце (при хорошем поливе). Цветение в июне-июле в течение месяца. Цветы кремовые душистые, собранные в метельчатые соцветия. Зеленые листья лабазника с многочисленными светло-желтыми пятнышками являются его главным украшением.;1м;Влажная;Солнце, полутень;зона 6В;Невысокий куст;0;0
                Лаванда angustifolia Hidcote 20-40;360;Низкий вечнозеленый кустарник с ароматными листьями и цветами. Высота около 0,4м. Листья ланцетные, серые. Цветки крупные, яркие, голубовато-фиолетовые, в густых соцветиях, цветут все лето. Хорошо растет на легкой сухой и теплой почве. Рекомендуется для альпийских горок, солнечных цветников и низких бордюров. Чувствительна к морозам, рекомендуется укрытие.;0,4м;Неприхотлива;Солнце;зона 6В;Невысокий куст;0;0
                Лаванда angustifolia Hudcote, С1,5, 20-40см;450;Низкий вечнозеленый кустарник с ароматными листьями и цветами. Высота около 0,4м. Листья ланцетные, серые. Цветки крупные, яркие, голубовато-фиолетовые, в густых соцветиях, цветут все лето. Хорошо растет на легкой сухой и теплой почве. Рекомендуется для альпийских горок, солнечных цветников и низких бордюров. Чувствительна к морозам, рекомендуется укрытие.;0,4м;Неприхотлива;Солнце;зона 6В;Невысокий куст;0;0
                Лапчатка (Курильский чай),2-4года;250;"Эффектный декоративный кустарник семейства розоцветных, достигающий высоты 1-1,5 метров. Его непарноперистые листья состоят из 3-5 листочков, отсюда и произошло название растения ""пятилистник"" . Курильский чай обильно и безостановочно цветёт всё лето и осенью вплоть до холодов. Его кустик порой сплошь покрыт щитковыми соцветиями ярко-жёлтых цветков около 3 см в диаметре. ";1,5м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;1
                Лапчатка fruticosa Annette, 20-40;350;Низкорослый сорт лапчатки, вырастающий до 40-50 см. высотой и 60-80 см. шириной. Растет по 10-20 см. в год. Ветви жесткие, стелющиеся по земле. Листья по форме и цвету, как у всех лапчаток. Цветки среднего размера, оранжевые с ярко-желтым, очень красивые. Цветение обильное в течение всего лета до осенних заморозков.;0,5м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка fruticosa Daydawn,    20-40см;350;Низкий сорт лапчатки, вырастающий до высоты 60-80 см и такой же ширины. Форма куста округлая, ветви тонкие, длинные, разветвленные, растут очень густо. Листья мелкие, вытянутые, темно-зеленого цвета. Цветки среднего размера, лососевого цвета. Цветение продолжается с июля и до первых заморозков. В питомнике Внуково выращивается с 2006 года, и показала высокую приспособленность к нашим почвенно-климатическим условиям.;0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка fruticosa Goldfinger,   20-30см;450;Крупный сорт лапчатки, до 1 метра высотой и шириной. Растет довольно быстро, по 20-40 см. в год. Побеги тонкие, прямые. Листья мелкие, нежно-зеленого цвета. Цветки ярко-желтого цвета, очень крупные, до 4 см. Цветение очень продолжительное, начиная с середины лета и до поздней осени. ;1м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка fruticosa Lovely Pink (Pink Beautu) 20-30;590;Красивый миниатюрный кустарник, довольно быстрорастущий. Достигает размеров 0,8м в высоту и в ширину. Розовые цветки диаметром 3см появляются в июне, цветение продолжается до заморозков, розовая окраска цветов к осени становится более интенсивной. Предпочитает плодородные, влажные почвы, места солнечные до полутенистых. Рекомендуется для использования при городском озеленении, в рокариях, низких живых изгородях, в контейнерах и рабатках.;0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка fruticosa Lovely Pink,   20-30см;540;Красивый миниатюрный кустарник, довольно быстрорастущий. Достигает размеров 0,8м в высоту и в ширину. Розовые цветки диаметром 3см появляются в июне, цветение продолжается до заморозков, розовая окраска цветов к осени становится более интенсивной. Предпочитает плодородные, влажные почвы, места солнечные до полутенистых. Рекомендуется для использования при городском озеленении, в рокариях, низких живых изгородях, в контейнерах и рабатках.;0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка fruticosa Pink Queen 20-30;350;Высота 0,8 м, диаметр кроны 1,2 м. Ежегодный прирост в высоту и ширину 20 см. Крона густая. Листья длиной 2-3 см сложные, состоят из 5 желтовато-зеленых листочков, осенью желтые. Цветение в мае-октябре, цветки розовые диаметром 3 см.;0,8м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка fruticosa Red Ace, 20-30;430;Очень густой, декоративно-цветущий карликовый сорт лапчатки, вырастающий до 30-50 см. высотой и до 1 метра шириной. Побеги тонкие, стелящиеся по земле. Листья светло-зеленого цвета. При распускании весной, цветки имеют оранжево-красную окраску, в последствии становятся оранжево-желтыми. Цветки не крупные, среднего размера, обильно цветущие. Лапчатка имеет ремонтантное, многократно повторяющееся цветение в течении всего лета, начиная с июля и до осенних заморозков.;0,5м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка fruticosa Red Ace,   15-30см;450;Очень густой, декоративно-цветущий карликовый сорт лапчатки, вырастающий до 30-50 см. высотой и до 1 метра шириной. Побеги тонкие, стелящиеся по земле. Листья светло-зеленого цвета. При распускании весной, цветки имеют оранжево-красную окраску, в последствии становятся оранжево-желтыми. Цветки не крупные, среднего размера, обильно цветущие. Лапчатка имеет ремонтантное, многократно повторяющееся цветение в течении всего лета, начиная с июля и до осенних заморозков.;0,5м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лапчатка кустовая Goldfinger,15-40см;300;Высота взрослого растения 1,2 м. Листья длиной 2-3 см сложные, серо-зеленые, осенью желтые. Цветение происходит в июне-октябре, желтые цветки диаметром до 5 см. Предпочитает солнечные места. Высаживается группами,  благодаря обильному длительному цветению позволяет создавать цветовые пятна. Эффектный неприхотливый кустарник для создания невысоких живых изгородей с очень крупными желтыми цветами. Один из лучших и неприхотливых сортов лапчатки.;1,2м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Лещина maxima Purpurea 60-80;1000;Крупный кустарник до 5 м в высоту. Крона широкая с многочисленными стволами, диаметром до 5 м. С годами приобретает зонтиковидную форму. Листья округлые, темно-пурпуровые весь вегетационный период. В тени интенсивность окраски листьев уменьшается.Цветет до распускания листьев. Соцветия – красноватые сережки. Плоды – красноватые съедобные орехи, созревают в сентябре.;5м;Неприхотлива;Солнце;зона 4;Высокий куст;0;0
                Лох серебристый, 40-60см;200;Крупный широкий медленнорастущий неколючий кустарник высотой и шириной до 3-4 м. Листья лоха серебристого яйцевидные, серебристые с обеих сторон, не меняют окраску. Цветет растение в конце мая - начале июня. Плоды лоха серебристого серебристые, сладковатые, созревают с середины сентября. Из-за большого количества отпрысков растение образует заросли.;4м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Лох серебристый, 50-100см;200;Крупный широкий медленнорастущий неколючий кустарник высотой и шириной до 3-4 м. Листья лоха серебристого яйцевидные, серебристые с обеих сторон, не меняют окраску. Цветет растение в конце мая - начале июня. Плоды лоха серебристого серебристые, сладковатые, созревают с середины сентября. Из-за большого количества отпрысков растение образует заросли.;4м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Лох узколистный 60-100см;210;"Крупный или ассиметричный кустарник или деревце высотой до 6-8 м и шириной до 4-6 м с искривленным стволом и раскидистой кроной. Ветви лоха узколистного покрыты колючками; кора блестящая, красно-бурая. Скорость роста растений средняя или высокая. Листья лоха узколистного ланцетные, при распускании белые, позже серебристо-зеленые или серо-зеленые, не меняют окраску. Цветет лох узколистный в июне. Плоды желтоватые, сладковатые или безвкусные, созревают в конце августа.";8м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Магония aguifolium Apollo 20-40;620;Вечнозеленый кустарник,  до 1–1,2 м высотой. Растет она медленно, рост не очень заметен еще и потому, что ветви сначала тянутся вверх, а затем опускаются и стелются по земле. Листья длиной до 20 см, кожистые, блестящие. Весной они коричневато-бронзовые, чуть позже – ярко-зеленые, потом темно-зеленые, а осенью становятся красно-багровыми. Это делает магонию очень декоративной – особенно ранней весной.;1,2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Магония aguifolium, 40-60см;500;Вечнозелёный кустарник высотой до 1 м, образующий заросли из-за разрастания корневыми отпрысками. Кора на молодых побегах розовато-серая, на старых — буро-серая, с продольными полосками. Листья сложные, листочки кожистые, сверху тёмно-зелёные, глянцевые, с вдавленной сетью жилок, снизу матовые, бледно-зелёные, по краю выемчато-острозубчатые. Цветки  светло-жёлтые, яркие, нередко с лимонным оттенком. Ягоды продолговато-эллиптические, синевато-чёрные, с обильным сизым налётом.;1м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Магония aguifolium, 60-80см;580;Вечнозелёный кустарник высотой до 1 м, образующий заросли из-за разрастания корневыми отпрысками. Кора на молодых побегах розовато-серая, на старых — буро-серая, с продольными полосками. Листья сложные, листочки кожистые, сверху тёмно-зелёные, глянцевые, с вдавленной сетью жилок, снизу матовые, бледно-зелёные, по краю выемчато-острозубчатые. Цветки  светло-жёлтые, яркие, нередко с лимонным оттенком. Ягоды продолговато-эллиптические, синевато-чёрные, с обильным сизым налётом.;1м;Неприхотлива;Солнце;зона 4;Невысокий куст;0;0
                Микробиота decussata, 10-20;150;Вечнозелёный кустарник со стелющимися или приподнимающимися ветвями. В благоприятных условиях достигает более метра в высоту и нескольких метров в диаметре, часто образуя сплошной практически непреодолимый ковер. Ветви уплощённые, кора коричневая. Корни тонкие и густо ветвящиеся.Хвоя обычно чешуевидная, овальной формы, около 2 мм в длину, хотя на внутренних затенённых побегах иногда бывает и игловидной.Зимой микробиота находится под снегом, и её хвоя буреет.;1м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Микробиота decussata, 20-25;750;Вечнозелёный кустарник со стелющимися или приподнимающимися ветвями. В благоприятных условиях достигает более метра в высоту и нескольких метров в диаметре, часто образуя сплошной практически непреодолимый ковер. Ветви уплощённые, кора коричневая. Корни тонкие и густо ветвящиеся.Хвоя обычно чешуевидная, овальной формы, около 2 мм в длину, хотя на внутренних затенённых побегах иногда бывает и игловидной.Зимой микробиота находится под снегом, и её хвоя буреет.;1м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Микробиота decussata, 40-50;930;Вечнозелёный кустарник со стелющимися или приподнимающимися ветвями. В благоприятных условиях достигает более метра в высоту и нескольких метров в диаметре, часто образуя сплошной практически непреодолимый ковер. Ветви уплощённые, кора коричневая. Корни тонкие и густо ветвящиеся.Хвоя обычно чешуевидная, овальной формы, около 2 мм в длину, хотя на внутренних затенённых побегах иногда бывает и игловидной.Зимой микробиота находится под снегом, и её хвоя буреет.;1м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Микробиота decussata 20-30;680;Вечнозелёный кустарник со стелющимися или приподнимающимися ветвями. В благоприятных условиях достигает более метра в высоту и нескольких метров в диаметре, часто образуя сплошной практически непреодолимый ковер. Ветви уплощённые, кора коричневая. Корни тонкие и густо ветвящиеся.Хвоя обычно чешуевидная, овальной формы, около 2 мм в длину, хотя на внутренних затенённых побегах иногда бывает и игловидной.Зимой микробиота находится под снегом, и её хвоя буреет.;1м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Миндаль;250;Кустарник  4—6 м высотой, весьма ветвистый. Побеги двух типов удлинённые вегетативные и укороченные генеративные. Листья черешковые, ланцетные, с длиннозаострённой верхушкой. Цветки одиночные, до 2,5 см в диаметре, с белыми или светло-розовыми лепестками, многочисленными тычинками и одним пестиком, состоят из бокальчатой сростнолистной чашечки и розового или красного венчика. Цветки распускаются раньше листьев. Плод — сухая бархатисто-опушённая овальная однокостянка.;6м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Миндаль triloba,  С14,   60-80см;1700;Кустарник  с опадающими листьями, сильно ветвится, достигает 2—5 м в высоту. Листья нередко в мутовках, яйцевидные или продолговато-яйцевидные в очертании, суженные к основанию. Нижняя поверхность листа слабо опушённая. Цветки светло-розовые, махровые. Плод — округлая опушённая костянка.;5м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Мирикария, 3-4см;280;Невысокие, до 2 метров, прямостоячие или стелющиеся растения с побегами красновато или желтовато-бурого цвета. Чешуевидные листья простые, очерёдные и сидячие, без прилистников, плотно покрывают побеги. Цветки обоеполые с длинным прицветником, собраны в терминальные или боковые соцветия в форме кисти, метёлки или колоса. Плод — пирамидальная коробочка;2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Полынь древовидная (кустарник), 3-4года;400;Куст многолетний развесистый, из семейства сложноцветные, высотой 60-100 см. Листья разрезные и перистые из 2-3 линейных частей. Все части растения плотно покрыты серебристыми волосками. Цветки желтые, цветение в апреле-октябре. Сбор растения во все дни года.;1м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Пузыреплодник Aurea, 5-6лет;800;"Высота куста до 3 м, цветки до 1 см в диаметре.
В период распускания и до начала цветения листья ярко-жёлтые, на период цветения листва чуть зеленеет, затем снова желтеет и прекрасно смотрится на фоне краснеющих плодов; цветки белые, собранны в щитковидные соцветия 
Цветёт в конце июня. ";3м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Пузыреплодник opulifolius Diable d Or Mindia P 20-40;430;Декоративнолистный кустарник с плотной, округлой кроной. Листья красочные, плотные 3-5-лопастные, с красивой медно-оранжевой окраской весной и в начале лета, позже становятся пурпурно-красными. Цветки белые или розовато-белые, собраны в щитковидные соцветия. Цветение обильное, с середины июня в течение нескольких недель. Хорошо переносит стрижку. Лучше растет на открытых местах.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Diable d Or Mindia P 60-80;570;Декоративнолистный кустарник с плотной, округлой кроной. Листья красочные, плотные 3-5-лопастные, с красивой медно-оранжевой окраской весной и в начале лета, позже становятся пурпурно-красными. Цветки белые или розовато-белые, собраны в щитковидные соцветия. Цветение обильное, с середины июня в течение нескольких недель. Хорошо переносит стрижку. Лучше растет на открытых местах.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Diablo, 60-80см;570;Куст до 2,5 метров высотой, быстрорастущий с листом темно-бордового цвета. Лист среднего размера, рассеченный. Максимальная окраска листовой пластины достигается на солнечном месте. В тени лист становится зеленым. Растет быстро. Листья длиной 5-10см 3-5 лопастные пурпурно- красные, осенью желтые. Цветение в июне- июле, цветки розовые собраны в соцветия диаметром 5см. Плоды вначале зеленые, затем красно- бурые.;2,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Diablo, 80-100см;650;Куст до 2,5 метров высотой, быстрорастущий с листом темно-бордового цвета. Лист среднего размера, рассеченный. Максимальная окраска листовой пластины достигается на солнечном месте. В тени лист становится зеленым. Растет быстро. Листья длиной 5-10см 3-5 лопастные пурпурно- красные, осенью желтые. Цветение в июне- июле, цветки розовые собраны в соцветия диаметром 5см. Плоды вначале зеленые, затем красно- бурые.;2,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Diabolo, 20-40-1;400;Куст до 2,5 метров высотой, быстрорастущий с листом темно-бордового цвета. Лист среднего размера, рассеченный. Максимальная окраска листовой пластины достигается на солнечном месте. В тени лист становится зеленым. Растет быстро. Листья длиной 5-10см 3-5 лопастные пурпурно- красные, осенью желтые. Цветение в июне- июле, цветки розовые собраны в соцветия диаметром 5см. Плоды вначале зеленые, затем красно- бурые.;2,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Diabolo, 20-40-2;360;Куст до 2,5 метров высотой, быстрорастущий с листом темно-бордового цвета. Лист среднего размера, рассеченный. Максимальная окраска листовой пластины достигается на солнечном месте. В тени лист становится зеленым. Растет быстро. Листья длиной 5-10см 3-5 лопастные пурпурно- красные, осенью желтые. Цветение в июне- июле, цветки розовые собраны в соцветия диаметром 5см. Плоды вначале зеленые, затем красно- бурые.;2,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Luteus, 60-80см;450;Кустарник, высотой до 2 метров. Растет умеренно быстро. Побеги жесткие, прямые, листовая пластина небольшая, глубоко рассеченная. В течение лета цвет листа ярко-желтый, осенью приобретает красные оттенки.;2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Purpurea, 60-80;720;Раскидистый куст с поникающими ветвями, образующими густую, полушаровидную крону. Листья 3-5 лопастные, фиолетово-красные, в полной тени - зеленые с небольшим пурпурным оттенком. Цветки многочисленные, бледно-розовые, собранные в щитках (до 5см), цветение с начала-середины июня (2- 3 недели). Плоды - сборные (вздутые листовки), фиолетово- красные.;2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Purpurea  40-60;380;Раскидистый куст с поникающими ветвями, образующими густую, полушаровидную крону. Листья 3-5 лопастные, фиолетово-красные, в полной тени - зеленые с небольшим пурпурным оттенком. Цветки многочисленные, бледно-розовые, собранные в щитках (до 5см), цветение с начала-середины июня (2- 3 недели). Плоды - сборные (вздутые листовки), фиолетово- красные.;2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник opulifolius Red Baron, 20-40см;450;"Быстрорастущий листопадный кустарник с густой изначально прямой, а с возрастом более округлой формой кроны. Достигает двух метров в высоту и ширину.    

Листья очень эффектные, вытянутые, гофрированные, длиной 7 см,  весной и летом - темно-красные, осенью – бронзовые.  В полной тени листья практически теряют свою декоративность и становятся зелеными с легким оттенком пурпурного. Цветки многочисленные, кремового цвета, собранные в соцветия. Цветет в начале июня на протяжении 2-3 недель.  Плоды сборные, также  декоративные, сначала красные, позже становятся красновато-коричневыми.";2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник калинолистный, 2-3года;200;Декоративнолистный кустарник с плотной, округлой кроной. Листья красочные, плотные 3-5-лопастные, с красивой медно-оранжевой окраской весной и в начале лета, позже становятся пурпурно-красными. Цветки белые или розовато-белые, собраны в щитковидные соцветия. Цветение обильное, с середины июня в течение нескольких недель. Хорошо переносит стрижку. Лучше растет на открытых местах.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Пузыреплодник калинолистный, 5-6лет;800;Декоративнолистный кустарник с плотной, округлой кроной. Листья красочные, плотные 3-5-лопастные, с красивой медно-оранжевой окраской весной и в начале лета, позже становятся пурпурно-красными. Цветки белые или розовато-белые, собраны в щитковидные соцветия. Цветение обильное, с середины июня в течение нескольких недель. Хорошо переносит стрижку. Лучше растет на открытых местах.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
"                Ракитник ""Золотой дождь"" 2-3года";200;Кустарник или дерево высотой до 5 м. Растение развивает прямостоячие и поникающие ветви, покрытые светло-бурой морщинистой корой. Листья тройчатые, листочки эллипсовидные. Цветки собраны в длинные повислые кисти. Венчик золотисто-желтый. Плод - боб, продолговатый, коротковолосистый, с заострением наверху. Цветет в апреле - июне. Растение ядовито!;5м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Рододендрон Catawbiense Grandiflorum;2500;Взрослое растение может достигать 3,5 метров в ширину и 3 метров в высоту. Цветет он в самом конце мая или в начале июня, в зависимости от региона. Листья этого кустарника темно-зеленые, блестящие, кожистые, снизу чуть более светлые. Цветы колокольчатой формы собраны в соцветия по 10-15 штук, цвет лепестков - лилово-розовый, с фиолетовыми прожилками и россыпью темно-коричневых пятнышек на центральном лепестке. Размер цветков относительно крупный, 5-7 см.;3м;Кислая;Солнце, полутень;зона 4;Высокий куст;0;0
